id,text,sarcastic,rephrase,dialect,Texte_traduit
1647,أطالب بكليب بوورد ونص تنبؤي بالكمبيوتر. مو معقول وصلنا ويندوز 10 ومش موجود واحد فيهم ع الأقل.,0,,levant,أدعو زجاجة وتنبؤًا بالكمبيوتر. إنه ليس معقولًا وقد وصلنا إلى Windows 10 ولا يوجد أحد فيها على الأقل.
1648, وكل مدينة سوريه دخلتها القاعدة (جبهة النصرة) او جند الأقصى او داعش تعبث بها وتقتل من اهلها اكثر مما يقتل بشار ثم تسلمها للنظام مدمرة جداً ,0,,msa,كل مدينة سورية دخلها القادة (جابات آل -نوسرا) أو جنود العقيلة أو داعش يتلاعبون بها ويقتلون من شعبها أكثر مما يقتل بشار ثم تسليمه إلى النظام دمرًا جدًا
1649,  توفني مسلماً والحقني بالصالحين   فلا تعش بعيداً عن  الله وتطلب  السعاده,0,,msa,مات مسلم والحق في الصالحين ، لذلك لا تعيش بعيدا عن الله وتسأل السعادة
1650,بالفيديو | الجوهري : مصنع أسمنت تيتان اعتداء على حق مواطني وادي القمر في الحياة   كفاية  اوقفوا الفحم,0,,msa,Videal -Jawhari: مصنع تيتان الأسمنت هو هجوم على يمين وادي الوادي في الحياة ، وهو ما يكفي لوقف الفحم
1651,بحب بلدى و بكره الدم والظلم  سأنتخب السيسي  تحيا مصر ,0,,nile,أحب بلدي وكراهية الدم والظلم.سأختار سيسي منذ فترة طويلة مصر
1652,د علاء الأسواني: ما هي آليات التحول الديموقراطي الذي تحيد عنه السلطة الحالية ؟!> أقرأ المقال كاملاً >> … … …,0,,msa,الدكتور علاء آسواني: ما هي آليات التحول الديمقراطي الذي تنحرفه السلطة الحالية؟!
1653, زمكان -  مصر | أخبار مراسلينا | ابراهيم  حماد يمنع استخدام عربيات ربع النقل فى نقل الركاب فى  اسيوط اسيوط -,0,,msa,Zaman - يحظر مراسلة مصر Newsibrahim Hamdhist استخدام ربع النقل في نقل الركاب في Assiut Assiut -
1654,لمن كان يسأل عن عنوان  ديوان شيبان الذي يقام فيه  درس الاثنين  الفحيحيل قطعة 9 شارع المخفر  انشر  الكويت …,0,,msa,بالنسبة لأولئك الذين كانوا يسألون عن لقب شايبان ديوان ، حيث انتشار درس الفاهيل ، بلوك 9 ، شارع الطخبة ، الكويت ...
1655,قرارات مرسي إهانة للذات الشعبية والقضائية من اجل الذات الإخوانية,0,,msa,قرارات مرسي هي إهانة للذات الشعبية والقضائية من أجل الأخوة
1656,  ستبقى حلبما بقيت لا اله الا الله تزلزل عروش الطغاه ,0,,msa,ستبقى طالما لا يوجد إله سوى الله ، يهز عروش الطغاة
1657,فلتقل خيرا أو لتصمت  خلق جميل,0,,msa,دعنا نقول جيدًا أو لإسكات خلق جميل
1658,أبو الفتوح : لا يوجد الأن مواطن مصرى شريف لا يذهب الأنتخاب بعد الأن,0,,nile,أبو الفوتو: لا يوجد الآن مواطن مصري مشرف لا يتبع الآن
1659,اطاح الاستفتاء بمبدأ تكافؤ الفرص حينما لم يسمح بالتصويت لكل المقيمين بالخارج الا من قام بالتسجيل في الانتخابات,0,,msa,أطاح الاستفتاء بمبدأ تكافؤ الفرص عندما لا يُسمح للتصويت لجميع السكان في الخارج باستثناء أولئك الذين سجلوا في الانتخابات
1660, أول مرة أعرف ان أمازون ممكن أشتري من عليها حاجة مستعملة زي أولكس ,0,,nile,في المرة الأولى التي أعرف أن Amazon هل يمكنني شراء حاجة مستخدمة مثل Ulix
1661,لو اقدر اخليك جنبي ع طول ♡',0,,nile,إذا كنت أقدر لك ، فإن جانبي على طول ♡ '
1662, شجرة النجمة الذهبية ..ذهبية   نوال الزغبي ,0,,msa,شجرة النجوم الذهبية ... نوال الزوغبي الذهبي
1663,مصر العربية |مقالات| مروة رخا تكتب: مونتيسوري مصر  4  لقراءة المقال من هنا,0,,msa,مصر العربية |يكتب Rakha articlesmarwa: مونتيسوري مصر 4 لقراءة المقال من هنا
1664,٧ بعض الحضور في المنتدى من المصريين المؤيدين لجماعة الإخوان هاجمني وانتقد آرائي، ولكن دون تطاول أو عنف لفظية,0,,msa,7 بعض الحاضرين في المنتدى من المصريين الذين يدعمون جماعة الإخوان هاجموا وانتقدت آرائي ، ولكن دون إطالة أو عنف شفهي
1665,فى لفتة جميلة من د عبد المنعم ابو الفتوح قام بالأمس بزيارة مفاجئه للمتطوعين فى مقر الحملة بشارع رمسيس,0,,msa,في لفتة جميلة من الدكتور عبد العلم مونيم أبو فوتو ، زار زيارة مفاجئة للمتطوعين في مقر الحملة في شارع رامسيس
1666,  الولايات المتحدة 🇺🇸 عاجل |  ترامب يختار الجنرال المتقاعد جيمس ماتيس وزيرا للدفاع ,0,,msa,الولايات المتحدة 🇺🇸 UrgentTrump تختار الجنرال المتقاعد جيمس ماتيس كوزير للدفاع
1667, يارب عونك ونصرك ورحمتك قبل كل شيء لسكان حلب ،، يارب ارحم ضعف صغيرهم وشيبة كبيرهم وفجع الثكالى والمقهورين 🙏 ,0,,msa,يا رب ، ساعدك ، انتصارك ، ورحمتك ، قبل كل شيء لسكان حلب ، يا رب ، يرحمون على ضعفهم الصغير ، واضطرابهم الكبير ، وقلوب الثكلى والمضطهدين 🙏
1668,شكرا على مشاعرك الطيبة,0,,msa,شكرا لمشاعرك الكريمة
1669, فنجان قهوه+ ايس كاب+هاند فري+صوت مروان خوري+ماجد المهندس+رامي عياش+سريرك+بطانيتك+كلسونك 😂😂اللهم ارزقنا الخير بعدد قطرات المطر❤ ,0,,nile,فنجان من القهوة+قبعة جليدية+يدوى خالية+صوت Marwan Khoury+Majid Al Mohandes+Rami Ayyash+سريرك+بطانية+Kilsonk 😂😂 يا إلهي
1670, يسألنيوش رايك كيري جاء للسعودية مُهرولا؟أجبتهما فعلته دول مجلس التعاون في قمة البحرينكان ضربة معلمإعلان التحالف مع بريطانيا أيقظ أمريكا ,0,,gulf,نسأل رأيك أن كيري جاء إلى المملكة العربية السعودية ، السخرية؟أجابوا عليهم من قبل مجلس التعاون الخليجي في قمة البحريني.
1671, مدارسنا مختلطه من الابتدائي للحين  ماذا لو المدارس مختلطه ,0,,gulf,يتم خلط مدارسنا من الابتدائية في الوقت الحالي ، ماذا لو تم خلط المدارس
1672, نجران: إطلاق صلية صواريخ على تجمعات لـ  الجيش السعودي وآلياته في موقع الهرم محققة إصابات مباشرة  لبنان الآن ,0,,msa,نجران: إطلاق كاذب صاروخ
1673,  عادل اماممن اخر حلقة في مسلسل مأمون و انا حاسس انك هتموت السنادي ,0,,nile,عادل الإمام من الحلقة الأخيرة في سلسلة مامون ، وأشعر أنك سوف تموت
1674, كلمة بوتن ولمس كانت قوية وفيها تحدي كبير للغرب بخصوص ليبيا قال حرفيا( سنتصدى للارهاب المصنوع في كل العالم ولن نسمح بتدمير ما تبقى من ليبيا ) ,0,,msa,كانت كلمة بوتين لامس قوية وهناك تحد كبير للغرب فيما يتعلق ليبيا حرفيا.
1675,نهنئ الدكتور عبد المنعم أبو الفتوح بتأسيس حزب  مصر القوية ، وندعو له بالتوفيق وبأن يكون هذا الحزب خطوة نحو بناء,0,,nile,نهنئ الدكتور عبد المونيم أبول فوتو على إنشاء حزب مصر القوي ، ونحن ندعو إلى النجاح وأن هذا الحزب هو خطوة نحو البناء
1676,قرار كويس وهايل و مستنيينه من زمانلكن  السادة المحترمون,0,,nile,قرار جيد ، هايل ، ونحن مأخوذون من الوقت ، لكن السادة المحترمين
1677,  لافروف : سنستمر في تقديم المساعدات اللازمة للحكومة السورية لتأمين المعابر في  حلب. ,0,,msa,لافروف: سنستمر في تقديم المساعدة اللازمة للحكومة السورية لتأمين المعابر في حلب.
